,Title,EUTF contribution,Implementing partners,Country,Location,Thematic,start_date,end_date,adoption_date
10,Appui budgétaire pour la mise en ?uvre du Programme d'Urgence Sahel du Burkina Faso,50000000.0,,Burkina Faso,"Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central",Improved governance and conflict prevention,2017-11-15,2020-11-15,
11,Appui à la coopération régionale des pays du G5 Sahel et au Collège Sahélien de Sécurité,7000000.0,Civipol,"Mali, Niger, Mauritanie, Burkina Faso, Tchad","Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental",Improved governance and conflict prevention,2017-11-15,2020-11-15,2016-01-14
12,Support to the strengthening of police information systems in the broader West Africa region,5000000.0,Interpol,"Burkina Faso, Mali, Mauritanie, Niger, Tchad, Côte d'Ivoire, Ghana","Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental, Abidjan, Bas-Sassandra, Comoé, Denguélé, Gôh-Djiboua, Lacs, Lagunes, Montagnes, Sassandra-Marahoué, Savanes, Vallée du Bandama, Woroba, Yamoussoukro, Zanzan, Ashanti, Brong-Ahafo, Central, Eastern, Greater Accra, Northern, Upper East, Upper West, Volta, Western",Improved governance and conflict prevention,2017-11-15,2020-11-15,2016-04-18
13,GAR-SI SAHEL (Groupes d?Action Rapides ? Surveillance et Intervention au Sahel),41600000.0,Fundación Internacional y para Iberoamérica de Administración y Políticas Públicas,"Burkina Faso, Mali, Mauritanie, Niger, Senegal, Tchad","Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Sédhiou, Tambacounda, Thiès, Saint-Louis, Matam, Kédougou, Kolda, Louga, Ziguinchor, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental",Improved governance and conflict prevention,2017-11-15,2020-11-15,2016-06-13
14,"Renforcement de la résilience et de la capacité d?autonomisation des refugiés, des rapatriés et des personnes déplacées internes liés au conflit du Nord Mali",20000000.0,United Nations High Commissioner for Refugees,"Mauritanie, Burkina Faso, Mali, Niger","Hodh ech Chargui, Sahel, Tombouctou, Mopti, Kidal, Gao, Tillabéri, Tahoua",Strengthening resilience,2017-11-15,2020-11-15,2016-12-14
15,Job creation and development of micro enterprises through fair trade and selected value chains,10000000.0,ITC - International Trade Center,"Mali, Burkina Faso","Bamako, Koulikoro, Segou !Ségou, Mopti, Kayes, Boucle du Mouhoun",Greater economic and employment opportunities,2017-11-15,2020-11-15,2016-12-14
16,La voix des jeunes du Sahel,2200000.0,Centre pour le dialogue humanitaire - HD,"Mauritanie, Mali, Burkina Faso, Niger, Tchad","Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental",,2017-11-15,2020-11-15,
17,Erasmus+ in West Africa,10000000.0,,"Burkina Faso, Côte d'Ivoire, Mali, The Gambia, Guinée, Niger, Nigeria, Mauritanie, Senegal, Tchad","Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central, Abidjan, Bas-Sassandra, Comoé, Denguélé, Gôh-Djiboua, Lacs, Lagunes, Montagnes, Sassandra-Marahoué, Savanes, Vallée du Bandama, Woroba, Yamoussoukro, Zanzan, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Banjul, Central River, Lower River, North Bank, Upper River, Western, Beyla, Boffa, Boké, Coyah, Dabola, Dalaba, Dinguiraye, Dubréka, Faranah, Forécariah, Fria, Gaoual, Gueckedou, Kankan, Kérouané, Kindia, Kissidougou, Koubia, Koundara, Kouroussa, Labé, Lélouma, Lola, Macenta, Mali, Mamou, Mandiana, Nzérékoré, Pita, Siguiri, Télimélé, Tougué, Yomou, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Zamfara, Sokoto, Taraba, Yobe, Rivers, Plateau, Kano, Katsina, Kebbi, Kaduna, Jigawa, Enugu, Gombe, Imo, Kogi, Kwara, Ondo, Osun, Oyo, Ogun, Niger, Lagos, Nasarawa, Ekiti, Edo, Abia, Abuja Federal Capital Territory, Adamawa, Akwa Ibom, Anambra, Cross River, Delta, Ebonyi, Borno, Benue, Bauchi, Bayelsa, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Sédhiou, Tambacounda, Thiès, Saint-Louis, Matam, Kédougou, Kolda, Louga, Ziguinchor, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental",Improved migration management,2017-11-15,2020-11-15,
18,IPDEV2: Soutenir les entrepreneurs et les petites PME en Afrique de l?Ouest,15800000.0,Proparco,"Burkina Faso, Côte d'Ivoire, Mali, Niger, Mauritanie, Senegal, Cameroun, Ghana","Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central, Abidjan, Bas-Sassandra, Comoé, Denguélé, Gôh-Djiboua, Lacs, Lagunes, Montagnes, Sassandra-Marahoué, Savanes, Vallée du Bandama, Woroba, Yamoussoukro, Zanzan, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Sédhiou, Tambacounda, Thiès, Saint-Louis, Matam, Kédougou, Kolda, Louga, Ziguinchor, Sud-Ouest, Sud, Ouest, Littoral, Nord, Nord-Ouest, Extrême-Nord, Est, Adamaoua, Centre, Ashanti, Brong-Ahafo, Central, Eastern, Greater Accra, Northern, Upper East, Upper West, Volta, Western",Greater economic and employment opportunities,2017-11-15,2020-11-15,
19,Research and Evidence Facility for the Sahel and Lake Chad Region and the North of Africa,8000000.0,,"Nigeria, Niger, Mauritanie, Mali, Guinée, Ghana, Côte d'Ivoire, Cameroun, Tunisia, Morocco, Libya, Egypt, Algeria, The Gambia, Tchad, Senegal, Burkina Faso","Zamfara, Sokoto, Taraba, Yobe, Rivers, Plateau, Kano, Katsina, Kebbi, Kaduna, Jigawa, Enugu, Gombe, Imo, Kogi, Kwara, Ondo, Osun, Oyo, Ogun, Niger, Lagos, Nasarawa, Ekiti, Edo, Abia, Abuja Federal Capital Territory, Adamawa, Akwa Ibom, Anambra, Cross River, Delta, Ebonyi, Borno, Benue, Bauchi, Bayelsa, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Beyla, Boffa, Boké, Coyah, Dabola, Dalaba, Dinguiraye, Dubréka, Faranah, Forécariah, Fria, Gaoual, Gueckedou, Kankan, Kérouané, Kindia, Kissidougou, Koubia, Koundara, Kouroussa, Labé, Lélouma, Lola, Macenta, Mali, Mamou, Mandiana, Nzérékoré, Pita, Siguiri, Télimélé, Tougué, Yomou, Ashanti, Brong-Ahafo, Central, Eastern, Greater Accra, Northern, Upper East, Upper West, Volta, Western, Abidjan, Bas-Sassandra, Comoé, Denguélé, Gôh-Djiboua, Lacs, Lagunes, Montagnes, Sassandra-Marahoué, Savanes, Vallée du Bandama, Woroba, Yamoussoukro, Zanzan, Sud-Ouest, Sud, Ouest, Littoral, Nord, Nord-Ouest, Extrême-Nord, Est, Adamaoua, Centre, Beja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, L'Ariana, La Manouba, Le Kef, Mahdia, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan, Rabat-Salé-Zemmour-Zaer, Al Bu?n?n, Al Jabal al Akh?ar, Al Jabal al Gharb?, Al Jaf?rah, Al Jufrah, Al Kufrah, Al Marj, Al Marqab, Al W???t, An Nuqa? al Khams, Az Z?wiyah, Bangh?z?, Darnah, Gh?t, Mi?r?tah, Murzuq, N?l?t, Sabh?, Surt, ?ar?bulus, W?d? al ?ay?t, W?d? ash Sh??i?, Al Sharqia, Alexandria, Aswan, Asyut, Beheira, Beni Suef, Cairo, Dakahlia, Damietta, Faiyum, Gharbia, Giza, Ismailia, Kafr el-Sheikh, Luxor, Matrouh, Minya, Monufia, New Valley, North Sinai, Port Said, Qalyubia, Qena, Red Sea, Sohag, South Sinai, Suez, Adrar, Aïn Defla, Aïn Defla, Aïn Témouchent, Alger, Annaba, Batna, Béchar, Béjaïa, Biskra, Blida, Bordj Bou Arréridj, Bouira, Boumerdès, Chelf, Constantine, Djelfa, El Bayadh, El Oued, El Tarf, Ghardaïa, Guelma, Illizi, Jijel, Khenchela, Laghouat, M'sila, Mascara, Médéa, Mila, Mostaganem, Naama, Oran, Ouargla, Oum el Bouaghi, Relizane, Saïda, Sétif, Sidi Bel Abbès, Skikda, Souk Ahras, Tamanrasset, Tébessa, Tiaret, Tindouf, Tipaza, Tissemsilt, Tizi Ouzou, Tlemcen, Banjul, Central River, Lower River, North Bank, Upper River, Western, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental, Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Sédhiou, Tambacounda, Thiès, Saint-Louis, Matam, Kédougou, Kolda, Louga, Ziguinchor, Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central",,2017-11-15,2020-11-15,
20,Technical Cooperation Facility,5000000.0,,"Nigeria, Niger, Mauritanie, Mali, Guinée, Ghana, Côte d'Ivoire, Tunisia, Morocco, Libya, Egypt, Algeria, Uganda, Tanzania, Cameroun, Sudan, South Sudan, Somalia, Kenya, Ethiopia, Eritrea, Djibouti, The Gambia, Tchad, Senegal, Burkina Faso","Zamfara, Sokoto, Taraba, Yobe, Rivers, Plateau, Kano, Katsina, Kebbi, Kaduna, Jigawa, Enugu, Gombe, Imo, Kogi, Kwara, Ondo, Osun, Oyo, Ogun, Niger, Lagos, Nasarawa, Ekiti, Edo, Abia, Abuja Federal Capital Territory, Adamawa, Akwa Ibom, Anambra, Cross River, Delta, Ebonyi, Borno, Benue, Bauchi, Bayelsa, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Beyla, Boffa, Boké, Coyah, Dabola, Dalaba, Dinguiraye, Dubréka, Faranah, Forécariah, Fria, Gaoual, Gueckedou, Kankan, Kérouané, Kindia, Kissidougou, Koubia, Koundara, Kouroussa, Labé, Lélouma, Lola, Macenta, Mali, Mamou, Mandiana, Nzérékoré, Pita, Siguiri, Télimélé, Tougué, Yomou, Ashanti, Brong-Ahafo, Central, Eastern, Greater Accra, Northern, Upper East, Upper West, Volta, Western, Abidjan, Bas-Sassandra, Comoé, Denguélé, Gôh-Djiboua, Lacs, Lagunes, Montagnes, Sassandra-Marahoué, Savanes, Vallée du Bandama, Woroba, Yamoussoukro, Zanzan, Beja, Ben Arous, Bizerte, Gabès, Gafsa, Jendouba, Kairouan, Kasserine, Kébili, L'Ariana, La Manouba, Le Kef, Mahdia, Médenine, Monastir, Nabeul, Sfax, Sidi Bouzid, Siliana, Sousse, Tataouine, Tozeur, Tunis, Zaghouan, Rabat-Salé-Zemmour-Zaer, Al Bu?n?n, Al Jabal al Akh?ar, Al Jabal al Gharb?, Al Jaf?rah, Al Jufrah, Al Kufrah, Al Marj, Al Marqab, Al W???t, An Nuqa? al Khams, Az Z?wiyah, Bangh?z?, Darnah, Gh?t, Mi?r?tah, Murzuq, N?l?t, Sabh?, Surt, ?ar?bulus, W?d? al ?ay?t, W?d? ash Sh??i?, Al Sharqia, Alexandria, Aswan, Asyut, Beheira, Beni Suef, Cairo, Dakahlia, Damietta, Faiyum, Gharbia, Giza, Ismailia, Kafr el-Sheikh, Luxor, Matrouh, Minya, Monufia, New Valley, North Sinai, Port Said, Qalyubia, Qena, Red Sea, Sohag, South Sinai, Suez, Adrar, Aïn Defla, Aïn Defla, Aïn Témouchent, Alger, Annaba, Batna, Béchar, Béjaïa, Biskra, Blida, Bordj Bou Arréridj, Bouira, Boumerdès, Chelf, Constantine, Djelfa, El Bayadh, El Oued, El Tarf, Ghardaïa, Guelma, Illizi, Jijel, Khenchela, Laghouat, M'sila, Mascara, Médéa, Mila, Mostaganem, Naama, Oran, Ouargla, Oum el Bouaghi, Relizane, Saïda, Sétif, Sidi Bel Abbès, Skikda, Souk Ahras, Tamanrasset, Tébessa, Tiaret, Tindouf, Tipaza, Tissemsilt, Tizi Ouzou, Tlemcen, Buliisa, Gulu, Kalangala, Kotido, Mityana, Pallisa, Gomba, Dokolo, Hoima, Ibanda, Isingiro, Iganga, Buyende, Buvuma, Bundibugyo, Bulambuli, Bushenyi, Busia, Butambala, Butaleja, Jinja, Kaabong, Kasese, Kapchorwa, Kanungu, Katakwi, Kayunga, Kiboga, Kibaale, Kamwenge, Kamuli, Kabarole, Kabale, Kaberamaido, Kaliro, Kampala, Kalungu, Bukwa, Bukomansibi, Abim, Bududa, Budaka, Arua, Bugiri, Buhweju, Bukedea, Buikwe, Apac, Amuru, Agago, Adjumani, Alebtong, Amolatar, Amuria, Amudat, Kibuku, Kiruhura, Rubirizi, Rakai, Pader, Rukungiri, Sembabule, Sheema, Serere, Oyam, Otuke, Nebbi, Napak, Ngora, Ntoroko, Nwoya, Ntungamo, Sironko, Soroti, Wakiso, Tororo, Yumbe, Zombo, Namutumba, Namayingo, Lamwo, Kyenjojo, Kyegegwa, Lira, Luuka, Lwengo, Luwero, Kyankwanzi, Kween, Kisoro, Kiryandongo, Kitgum, Koboko, Kumi, Kole, Lyantonde, Manafwa, Mubende, Mpigi, Moyo, Mukono, Nakapiripirit, Nakasongola, Nakaseke, Moroto, Mitooma, Masaka, Maracha, Masindi, Mayuge, Mbarara, Mbale, Mtwara, Tabora, Singida, Simiyu, Tanga, Zanzibar North, Zanzibar West, Zanzibar South, Shinyanga, Ruvuma, Mwanza, Morogoro, Njombe, Pemba North, Rukwa, Pemba South, Mbeya, Mara, Katavi, Kagera, Iringa, Kigoma, Kilimanjaro, Manyara, Lindi, Geita, Dodoma, Arusha, Dar es Salaam, Coast, Sud-Ouest, Sud, Ouest, Littoral, Nord, Nord-Ouest, Extrême-Nord, Est, Adamaoua, Centre, Northern, North Kordofan, North Darfur, Red Sea, River Nile, South Darfur, Sennar, Khartoum, Kassala, Blue Nile, Central Darfur, East Darfur, Gezira, Gedaref, South Kordofan, West Darfur, White Nile, West Kordofan, Western Equatoria, Western Bahr el Ghazal, Lakes, Jonglei, Eastern Equatoria, Northern Bahr el Ghazal, Unity, Warrap, Upper Nile, Central Equatoria, Galguduud, Lower Juba, Lower Shabelle, Bay, Bari, Gedo, Hiiraan, Jubbada Hoose, Jubbada Dhexe, Banaadir, Bakool, Awdal, Mudug, Nugaal, Sool, Shabeellaha Hoose, Sanaag, Togdheer, Woqooyi Galbeed, Shabeellaha Dhexe, Kitui, Tharaka-Nithi, Lamu, Kisumu, Kisii, Kwale, Laikipia, Makueni, Machakos, Kirinyaga, Kilifi, Isiolo, Homa Bay, Kajiado, Kakamega, Kiambu, Kericho, Mandera, Marsabit, Nyeri, Nyandarua, Nyamira, Samburu, Siaya, Tana River, Taita/Taveta, Narok, Nandi, Migori, Meru, Mombasa, Murang'a, Nakuru, Nairobi City, Garissa, Embu, Baringo, Bomet, Bungoma, Elgeyo/Marakwet, Busia, Trans Nzoia, Turkana, Vihiga, Uasin Gishu, Wajir, West Pokot, Addis Ababa, Afar, Tigrai, Southern Nations, Nationalities and Peoples, Somali, Benshangul-Gumaz, Amara, Dire Dawa, Gambela Peoples, Oromia, Harari People, Gash-Barka, Debub, Anseba, Maekel, Northern Red Sea, Southern Red Sea, Tadjourah, Ali Sabieh, Arta, Dikhil, Obock, Djibouti, Banjul, Central River, Lower River, North Bank, Upper River, Western, Wadi Fira, Tandjilé, Tibesti, Ville de Ndjamena, Sila, Salamat, Ennedi-Ouest, Guéra, Hadjer Lamis, Ennedi-Est, Chari-Baguirmi, Bahr el Gazel, Batha, Borkou, Kanem, Lac, Mayo-Kébbi-Ouest, Moyen-Chari, Ouaddaï, Mayo-Kébbi-Est, Mandoul, Logone-Occidental, Logone-Oriental, Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Sédhiou, Tambacounda, Thiès, Saint-Louis, Matam, Kédougou, Kolda, Louga, Ziguinchor, Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central",,2017-11-15,2020-11-15,
21,Programme de réponse à l?impact des mouvements de populations internes et externes dans les régions du septentrion du Cameroun,20000000.0,"Action Contre la Faim, SNV Netherlands Development Organisation",Cameroun,"Adamaoua, Nord, Extrême-Nord",Strengthening resilience,2017-11-15,2020-11-15,2016-04-18
22,"Projet d'Appui à la Résilience Socio-Économique des Jeunes Vulnérables (Extrême-Nord, Nord et Adamaoua)",7000000.0,GIZ,Cameroun,"Nord, Adamaoua, Extrême-Nord",Greater economic and employment opportunities,2017-11-15,2020-11-15,2016-04-18
23,"Projet d?investissement en appui au développement économique local dans l?Extrême Nord, favorisant l?emploi et l?insertion des jeunes",10000000.0,Agence Française de Développement,Cameroun,Extrême-Nord,Greater economic and employment opportunities,2017-11-15,2020-11-15,2016-04-18
24,Renforcement de la gestion et de la gouvernance des migrations et le retour et la réintégration durable au Cameroun,3300000.0,International Organization for Migration,Cameroun,"Nord-Ouest, Sud-Ouest, Ouest, Littoral, Centre",Improved migration management,2017-11-15,2020-11-15,2016-12-14
25,RESILAC ? Redressement Economique et Social Inclusif du Lac Tchad,31100000.0,Agence Française de Développement,"Nigeria, Cameroun, Niger, Tchad","Borno, Extrême-Nord, Diffa, Lac",Strengthening resilience,2017-11-15,2020-11-15,2016-12-14
26,IPDEV2: Soutenir les entrepreneurs et les petites PME en Afrique de l?Ouest,15800000.0,Proparco,"Burkina Faso, Côte d'Ivoire, Mali, Niger, Mauritanie, Senegal, Cameroun, Ghana","Centre-Nord, Centre-Ouest, Centre-Sud, Centre-Est, Centre, Boucle du Mouhoun, Cascades, Est, Hauts-Bassins, Sud-Ouest, Sahel, Nord, Plateau-Central, Abidjan, Bas-Sassandra, Comoé, Denguélé, Gôh-Djiboua, Lacs, Lagunes, Montagnes, Sassandra-Marahoué, Savanes, Vallée du Bandama, Woroba, Yamoussoukro, Zanzan, Bamako, Gao, Kayes, Sikasso, Tombouctou, Segou !Ségou, Mopti, Kidal, Koulikoro, Zinder, Niamey, Tahoua, Tillabéri, Maradi, Dosso, Agadez, Diffa, Adrar, Assaba, Hodh el Gharbi, Inchiri, Nouakchott, Hodh ech Chargui, Guidimaka, Brakna, Dakhlet Nouâdhibou, Gorgol, Nouakchott Nord, Nouakchott Ouest, Trarza, Tiris Zemmour, Nouakchott Sud, Tagant, Dakar, Diourbel, Fatick, Kaffrine, Kaolack, Sédhiou, Tambacounda, Thiès, Saint-Louis, Matam, Kédougou, Kolda, Louga, Ziguinchor, Sud-Ouest, Sud, Ouest, Littoral, Nord, Nord-Ouest, Extrême-Nord, Est, Adamaoua, Centre, Ashanti, Brong-Ahafo, Central, Eastern, Greater Accra, Northern, Upper East, Upper West, Volta, Western",Greater economic and employment opportunities,2017-11-15,2020-11-15,
